file_id,audio_path,transcript,is_valid,channels,sample_rate,duration_sec,error
16k-emission_swahili_05h30_-_06h00_tu_20101124_part067g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part067g.wav,katika hatua nyingine kiongozi wa kabila la dinka kong,True,1,16000,3.06,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part068g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part068g.wav,wajiunge na upande upi endapo mamlaka zitashindwa,True,1,16000,2.95,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part069g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part069g.wav,mpiganaji mmoja wa alshabab ametoa vitisho kwa msanii mmoja raia wa sweden lastil,True,1,16000,5.0,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part070g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part070g.wav,ambaye anadaiwa kufananisha kiongozi waislaam mtume muhamad na mbwa katika moja ya michoro yake,True,1,16000,5.39,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part071g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part071g.wav,kwa mujibu wa mtandao unafuatilia habari za marekani,True,1,16000,2.73,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part072g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part072g.wav,mpiganaji huyo ameonya kuwa waislamu hawajasahau kuhusu kitendo hicho na kwamba ajiandae kupokea adhabu yake,True,1,16000,5.02,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part073g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part073g.wav,bilikison amekuwa akipokea vitisho vya kuuawa mara kwa mara tangu mchoro wake wa mtume muhamad akiwa na mwili wa mbwa,True,1,16000,5.48,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part074g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part074g.wav,uchapishwe katika gazeti moja la sweden,True,1,16000,2.29,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part075g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part075g.wav,mchoro ambao ulikuwa ukisisitiza tahariri ya uhuru,True,1,16000,2.57,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part076g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part076g.wav,nchi kadhaa zikiwemo misri iran na pakistan,True,1,16000,3.18,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part077g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part077g.wav,zilipeleka malalamiko katika gazeti hilo,True,1,16000,2.38,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part078g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part078g.wav,tume ya uchaguzi nchini nigeria imetangaza kuwa uchaguzi wa rais utafanyika aprili tisa mwakani,True,1,16000,4.81,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part079g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part079g.wav,tangazo lililio jibu maswali ya wananchi wengi wa nchi hiyo,True,1,16000,2.72,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part080g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part080g.wav,inayoongoza kwa kuwa na idadi kubwa ya watu barani afrika,True,1,16000,2.98,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part081g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part081g.wav,amewaambia waandishi wa habari kuwa uchaguzi wa wabunge utafanyika aprili mbili,True,1,16000,3.65,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part082g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part082g.wav,wakati ule wa magavana wa majimbo thelathini na sita ya nchi hiyo,True,1,16000,3.06,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part083g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part083g.wav,ulipangwa kufanyika januari na baadaye kuahirishwa kwa hofu kuwa,True,1,16000,3.38,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part084g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part084g.wav,tume ya uchaguzi haitaweza kukamilisha zoezi la kuandikisha,True,1,16000,3.31,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part085g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part085g.wav,na senegal imekubaliana na umoja mataifa kuwapokea wafungwa wanaohukumiwa na mahakama ya kimataifa,True,1,16000,5.37,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part086g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part086g.wav,inayoshughulikia kesi za mauaji halaiki ya rwanda,True,1,16000,2.67,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part087g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part087g.wav,makubaliano hayo yanamaanisha senegal itakuwa nchi ya nane kupokea wafungwa kutoka ict r,True,1,16000,5.39,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part088g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part088g.wav,kutumikia vifungo vyao katika magerezani yenye viwango vilivyowekwa,True,1,16000,3.33,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part089g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part089g.wav,nchi nyingine zinazopokea wafungwa waliohukumiwa na ictr ni ufaransa,True,1,16000,4.05,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part090g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part090g.wav,italia mali swaziland sweden,True,1,16000,2.5,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part092g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part092g.wav,naam habari za wakti huu suhura mwera bila shaka zimekwenda sawa bin sawia,True,1,16000,4.31,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part093g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part093g.wav,moja kwa moja na mimi nianzie katika viwanja vya tennis kama ujuavyo atp world,True,1,16000,4.76,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part094g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part094g.wav,mmm inaendelea kule nchini uingereza,True,1,16000,2.19,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part095g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part095g.wav,yupo robin sondolin na davedi,True,1,16000,2.28,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part096g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part096g.wav,wakiwepo wakali wengine akiwemo jokovich,True,1,16000,3.24,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part097g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part097g.wav,aa mchezaji ambaye anaorodheshwa katika nafasi ya kwanza,True,1,16000,2.46,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part098g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part098g.wav,ameweza kujipatia uongozi mara baada ya kumchakaza antimari,True,1,16000,3.36,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part099g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part099g.wav,kwa kumfunga kwa jumla seti mbili kwa nunge,True,1,16000,2.35,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part100g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part100g.wav,alimchakaza anti mari kwa sita nne katika seti ya kwanza,True,1,16000,3.35,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part101g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part101g.wav,na hivyo kijiakishia nafasi ya kwanza mara baada,True,1,16000,2.88,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part102g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part102g.wav,ya kuweza kushinda katika mpambano wake kuwa awali na david,True,1,16000,3.68,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part103g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part103g.wav,hatua ya nusu fainali robin sodolin,True,1,16000,3.11,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part104g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part104g.wav,mara baada ya kupoteza mchezo wake wa awali na antimari,True,1,16000,3.35,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part105g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part105g.wav,jana alimchakaza david fera kwa seti mbili kwa nunge,True,1,16000,3.46,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part106g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part106g.wav,tukiachana na atp world tour finals,True,1,16000,2.66,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part107g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part107g.wav,mara baada ya kupata kichapo cha magoli mawili kwa nunge kochi wa washika bunduki ama washika mitutu,True,1,16000,5.88,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part108g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part108g.wav,ama mshusha tuhuma nzito mwamuzi wa mchezo akidai ya kwamba eeh kwanza,True,1,16000,5.16,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part109g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part109g.wav,lakini pia alimtoa beki wake,True,1,16000,2.26,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part110g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part110g.wav,ndio ambayo imechangia wao kupata madhara lakini kumbuka kitu kingine ambacho,True,1,16000,3.94,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part111g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part111g.wav,mara baada ya kumpoteza kiungo wao na kepten wao,True,1,16000,2.39,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part112g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part112g.wav,tukiachana na mambo haya arsene venga na kuweza,True,1,16000,2.74,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part113g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part113g.wav,eeh kushusha tuhuma nzito mara baada ya kupata kichapo,True,1,16000,2.91,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part114g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part114g.wav,tukielekea huko huko bado nchini uingereza naomba kwamba wayne rooney,True,1,16000,3.12,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part115g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part115g.wav,hatima amepuuzilia mbali ama amekanusha tuhuma ya kwamba,True,1,16000,4.06,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part116g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part116g.wav,eeh katika mahojiano hayo alidiriki kusema kwamba akiwa na umri wake wa miaka ishirini na tano,True,1,16000,5.0,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part117g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part117g.wav,anataka afikie rekodi za watu kama akina ryan giggs,True,1,16000,2.31,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part118g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part118g.wav,mmm ambao wamesalia kwa muda mrefu na kupata mafanikio makubwa kwa hiyo hata yeye ana fikra za namna hiyo na nikukumbushe tu,True,1,16000,6.04,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part119g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part119g.wav,wakati hayo yakijiri kochi wa mashetani hao wekundu,True,1,16000,2.84,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part120g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part120g.wav,alex fagason sir kama wenyewe wanavyomwita,True,1,16000,2.46,
16k-emission_swahili_05h30_-_06h00_tu_20101124_part121g,data\raw\audio\16k-emission_swahili_05h30_-_06h00_tu_20101124_part121g.wav,shukrani sana nurdin seleman kwa habari hizo za michezo tukutane wakati mwingine,True,1,16000,4.98,
